msme_id,business_name,industry_type,business_age_years,state,udyam_registered,gst_filing_months,avg_monthly_turnover,gst_compliance_score,turnover_growth_rate,avg_monthly_upi_inflow,upi_transaction_consistency,num_unique_buyers,peak_to_offpeak_ratio,loan_amount_requested,loan_purpose,existing_loans,collateral_available,credit_score,credit_label,filed_months,total_months,gst_filing_pct,avg_monthly_balance_lakhs,total_bounces,low_balance_days_pct
MSME000130,Sri Yadav Exports,Food & Beverage,10,Telangana,0,7,766912.81,55.46,-2.16,479372.65,1.0,167,2.24,5618518.75,Working Capital,0,0,63.33,Review,7,12,58.33,1.15,9,17.8
MSME000131,Dey-Sami,Manufacturing,9,Maharashtra,0,6,317472.9,51.22,30.86,126876.33,1.0,79,2.46,2079268.67,Working Capital,0,0,53.58,Review,6,12,50.0,0.48,8,19.5
MSME000132,Global Goswami Manufacturing,Services,3,Tamil Nadu,1,11,1648544.04,51.75,21.67,739644.56,0.541,13,2.1,11517393.74,Working Capital,0,1,64.77,Review,11,12,91.67,2.47,7,19.3
MSME000133,Shere-Krish,Retail,19,Maharashtra,1,12,571641.65,85.34,5.73,309911.09,1.0,313,2.55,2378646.7,Expansion,1,1,91.8,Approve,12,12,100.0,0.86,6,5.9
MSME000134,Patel Borra Traders,Retail,11,Uttar Pradesh,0,6,466774.49,55.19,36.83,339855.99,1.0,497,4.53,1074547.59,Working Capital,0,0,51.8,Review,6,12,50.0,0.7,11,17.9
MSME000135,Kumar Savant Traders,Food & Beverage,6,Haryana,1,8,133347.15,57.05,-8.62,46801.8,0.677,240,4.86,389460.62,Expansion,0,0,54.81,Review,8,12,66.67,0.2,11,17.2
MSME000136,Sharma Chaudhari Enterprises,Services,6,Tamil Nadu,0,8,291088.53,49.45,38.68,200900.53,0.85,73,1.84,739266.82,Machinery,1,1,52.4,Review,8,12,66.67,0.44,11,20.2
MSME000137,Sri Bedi Corporation,Textile,15,Andhra Pradesh,1,8,196005.53,55.97,-13.54,115579.64,1.0,57,2.31,2324245.89,Expansion,1,0,75.73,Approve,8,12,66.67,0.29,11,17.6
MSME000138,"Zachariah, Aurora and Chander",Services,15,Maharashtra,0,12,1678276.21,72.64,0.59,922771.03,1.0,47,1.17,12373876.38,Machinery,0,0,74.26,Approve,12,12,100.0,2.52,5,10.9
MSME000139,Singh Khalsa Traders,Food & Beverage,13,Uttar Pradesh,1,12,2510224.15,80.26,5.39,1853283.31,0.742,57,2.54,7017813.06,Expansion,0,1,74.11,Approve,12,12,100.0,3.77,9,7.9
MSME000140,Sri Ganesan Solutions,Textile,5,Delhi,0,9,1742422.22,56.03,12.23,625634.24,1.0,58,3.96,16731142.58,Machinery,1,1,60.98,Review,9,12,75.0,2.61,12,17.6
MSME000141,Patel Ray Manufacturing,Textile,14,Haryana,1,12,730198.52,82.11,-48.59,580783.16,1.0,109,2.54,6214706.24,Machinery,1,1,77.38,Approve,12,12,100.0,1.1,9,7.2
MSME000142,Kumar Sunder Solutions,Retail,2,Haryana,1,10,306139.05,59.1,26.46,222660.05,0.504,365,2.09,992785.06,Machinery,0,1,59.24,Review,10,12,83.33,0.46,9,16.4
MSME000143,Kala-Rattan,Services,12,Rajasthan,1,8,940362.75,69.76,-30.68,435264.26,0.858,92,1.99,5828676.86,Expansion,1,1,72.48,Approve,8,12,66.67,1.41,11,12.1
MSME000144,Sri Bhargava Manufacturing,Textile,20,Andhra Pradesh,1,12,348667.16,99.8,19.19,183325.09,1.0,198,3.77,2962158.12,Machinery,1,0,91.42,Approve,12,12,100.0,0.52,5,0.1
MSME000145,Kumar Gala Solutions,Food & Beverage,14,Karnataka,1,12,383465.62,85.02,21.86,119833.64,1.0,53,3.38,1599681.24,Working Capital,0,0,73.81,Approve,12,12,100.0,0.58,6,6.0
MSME000146,Global Raghavan Corporation,Retail,19,Rajasthan,1,12,165088.75,88.78,39.42,93077.45,1.0,226,3.47,1279734.74,Expansion,1,1,94.78,Approve,12,12,100.0,0.25,7,4.5
MSME000147,Global Agate Enterprises,Textile,20,Haryana,0,12,1255611.52,82.82,-18.38,720544.96,0.888,162,3.37,4837305.27,Machinery,1,1,82.05,Approve,12,12,100.0,1.88,7,6.9
MSME000148,Shri Ramakrishnan Enterprises,Services,15,Delhi,1,9,1231091.17,67.68,20.73,939676.95,1.0,67,1.9,4241536.09,Machinery,0,1,75.36,Approve,9,12,75.0,1.85,5,12.9
MSME000149,Sharma Lanka Industries,Retail,20,Rajasthan,0,8,1316683.67,74.78,13.81,650392.8,1.0,336,4.87,9400633.29,Working Capital,1,0,70.64,Approve,8,12,66.67,1.98,12,10.1
MSME000150,Sharma Sha Exports,Services,17,Haryana,1,11,1036815.22,91.33,0.81,606857.26,1.0,10,1.88,4538349.9,Working Capital,1,1,90.07,Approve,11,12,91.67,1.56,5,3.5
MSME000151,Sampath-Sur,Services,14,Kerala,1,9,953491.44,61.04,-11.87,639133.58,1.0,45,1.87,3315001.56,Expansion,1,1,78.72,Approve,9,12,75.0,1.43,9,15.6
MSME000152,Global Dubey Industries,Services,18,Gujarat,1,11,151711.37,88.69,17.02,91672.84,1.0,33,1.11,819578.46,Expansion,1,1,93.95,Approve,11,12,91.67,0.23,9,4.5
MSME000153,Minhas and Sons,Retail,5,Bihar,0,7,120233.13,56.65,48.42,45458.58,0.813,182,4.57,361916.65,Working Capital,0,1,51.83,Review,7,12,58.33,0.18,10,17.3
MSME000154,Bhat Ltd,Textile,12,Gujarat,0,10,855662.84,75.77,8.98,330206.82,1.0,69,4.23,6451071.87,Machinery,0,0,72.28,Approve,10,12,83.33,1.28,5,9.7
MSME000155,Sri Murthy Enterprises,Manufacturing,10,Kerala,1,11,2486887.74,76.18,46.34,918083.73,1.0,138,1.88,31842323.5,Inventory,0,0,66.46,Review,11,12,91.67,3.73,8,9.5
MSME000156,Global Bhandari Corporation,Textile,8,Bihar,0,7,417352.48,46.34,43.65,170640.61,0.59,81,4.09,4090178.42,Working Capital,1,1,44.82,Reject,7,12,58.33,0.63,11,21.5
MSME000157,Sood PLC,Retail,6,Bihar,1,12,445401.12,59.07,-38.48,206739.56,0.658,162,3.36,1700938.95,Expansion,0,1,64.32,Review,12,12,100.0,0.67,11,16.4
MSME000158,Shri Wali Enterprises,Manufacturing,15,Gujarat,1,11,676481.52,72.85,-6.48,453130.12,1.0,57,1.48,8307964.67,Machinery,1,0,80.26,Approve,11,12,91.67,1.01,12,10.9
MSME000159,Singh Dugar Industries,Manufacturing,12,Andhra Pradesh,1,10,72658.02,75.46,1.28,24010.78,1.0,129,1.19,1132406.78,Working Capital,0,1,86.71,Approve,10,12,83.33,0.11,11,9.8
MSME000160,Trivedi Inc,Manufacturing,6,Punjab,1,11,885559.04,56.98,48.1,628943.94,1.0,79,1.79,3621084.97,Inventory,0,1,78.58,Approve,11,12,91.67,1.33,8,17.2
MSME000161,Singh Grewal Enterprises,Food & Beverage,12,Bihar,1,12,205832.3,73.92,14.5,88761.31,0.787,138,4.73,1209938.18,Expansion,0,0,72.39,Approve,12,12,100.0,0.31,7,10.4
MSME000162,Bir Ltd,Retail,15,Uttar Pradesh,0,9,921074.79,71.25,47.27,558826.99,1.0,473,2.13,4603114.87,Working Capital,0,1,72.14,Approve,9,12,75.0,1.38,8,11.5
MSME000163,Sharma Keer Solutions,Food & Beverage,12,Gujarat,1,9,383476.93,67.1,11.59,221030.03,0.751,230,4.81,1674054.7,Working Capital,0,1,79.32,Approve,9,12,75.0,0.58,6,13.2
MSME000164,Global Raval Solutions,Manufacturing,9,Telangana,0,9,535175.53,61.86,47.97,201767.13,0.622,133,2.37,3484223.09,Inventory,0,0,44.64,Reject,9,12,75.0,0.8,6,15.3
MSME000165,Global Dar Services,Food & Beverage,19,Telangana,1,12,329609.74,98.12,26.31,146230.89,1.0,288,2.11,904514.97,Machinery,0,0,82.67,Approve,12,12,100.0,0.49,5,0.8
MSME000166,"Koshy, Baral and Bumb",Food & Beverage,2,Tamil Nadu,1,8,268932.56,36.58,18.91,120471.15,0.724,292,3.75,2023848.57,Working Capital,0,0,49.43,Review,8,12,66.67,0.4,11,25.4
MSME000167,Global Saini Manufacturing,Retail,13,West Bengal,0,8,86348.09,62.59,44.37,52837.71,1.0,397,3.83,188461.0,Machinery,0,0,63.51,Review,8,12,66.67,0.13,7,15.0
MSME000168,"Virk, Mutti and Lal",Services,13,Haryana,0,11,1666672.75,75.42,2.38,1157087.97,1.0,92,2.38,10040293.83,Machinery,1,0,66.0,Review,11,12,91.67,2.5,11,9.8
MSME000169,Sharma Jayaraman Enterprises,Food & Beverage,8,Delhi,0,12,186084.24,67.87,65.52,148522.08,1.0,51,4.63,600858.39,Expansion,1,1,73.26,Approve,12,12,100.0,0.28,9,12.9
MSME000170,"Murthy, Khare and Lanka",Food & Beverage,13,Bihar,1,9,227143.39,67.5,-21.54,79034.23,0.916,252,4.41,655017.33,Working Capital,0,1,83.7,Approve,9,12,75.0,0.34,6,13.0
MSME000171,Sharma Randhawa Traders,Manufacturing,4,Haryana,0,12,729667.08,69.47,6.36,561357.25,0.779,118,1.84,6006034.88,Machinery,0,1,61.87,Review,12,12,100.0,1.09,7,12.2
MSME000172,Mital Group,Manufacturing,6,Telangana,0,12,173998.42,72.46,17.52,101051.85,0.676,59,2.0,1356030.29,Working Capital,0,1,63.92,Review,12,12,100.0,0.26,8,11.0
MSME000173,Patel Mutti Solutions,Manufacturing,6,Karnataka,1,11,364604.83,56.59,-3.55,174421.08,0.892,133,1.29,3478758.65,Working Capital,0,1,65.08,Review,11,12,91.67,0.55,6,17.4
MSME000174,Andra Group,Textile,12,Tamil Nadu,1,11,5735330.22,79.88,24.86,2536664.22,1.0,179,4.5,42660955.38,Expansion,0,1,88.67,Approve,11,12,91.67,8.6,12,8.0
MSME000175,Singh Chaudhry Manufacturing,Food & Beverage,12,Kerala,1,11,596432.12,82.45,11.99,241268.87,0.866,253,4.39,2997744.65,Machinery,0,0,79.44,Approve,11,12,91.67,0.89,8,7.0
MSME000176,Yogi and Sons,Manufacturing,17,Delhi,1,10,237067.86,69.64,23.25,137152.6,1.0,38,2.03,1323547.9,Working Capital,0,1,92.36,Approve,10,12,83.33,0.36,5,12.1
MSME000177,Global Toor Traders,Retail,7,Haryana,1,12,36402.49,68.83,-7.23,28139.43,1.0,367,4.3,110093.83,Working Capital,0,1,72.16,Approve,12,12,100.0,0.05,11,12.5
MSME000178,Singh Lanka Exports,Textile,15,Delhi,0,6,1912720.93,57.74,-10.4,748022.98,0.952,154,3.9,11318443.9,Inventory,1,0,57.61,Review,6,12,50.0,2.87,9,16.9
MSME000179,Singh Deo Industries,Services,17,Kerala,1,12,157600.97,78.2,14.28,81650.47,1.0,39,1.25,489507.78,Machinery,1,1,94.75,Approve,12,12,100.0,0.24,6,8.7
MSME000180,Sri Palla Exports,Food & Beverage,10,Haryana,0,11,207564.16,70.9,33.23,83425.03,0.718,179,4.89,1452916.86,Machinery,0,0,66.44,Review,11,12,91.67,0.31,9,11.6
MSME000181,Konda LLC,Food & Beverage,20,Bihar,0,10,241628.9,75.8,61.09,93707.36,1.0,173,3.79,624876.95,Inventory,0,1,77.85,Approve,10,12,83.33,0.36,5,9.7
MSME000182,Global Mane Industries,Retail,6,Andhra Pradesh,1,12,147893.08,77.71,-30.68,108460.49,1.0,219,4.61,498399.64,Expansion,1,1,77.62,Approve,12,12,100.0,0.22,6,8.9
MSME000183,Sarma PLC,Services,9,Andhra Pradesh,1,12,484483.17,72.47,10.07,208803.17,0.711,31,1.81,3526755.39,Working Capital,0,1,78.02,Approve,12,12,100.0,0.73,8,11.0
MSME000184,Global Mittal Services,Services,15,West Bengal,1,9,273930.07,79.9,26.07,116142.49,0.846,25,1.79,2596134.54,Machinery,1,0,81.59,Approve,9,12,75.0,0.41,10,8.0
MSME000185,Patel Wadhwa Enterprises,Textile,16,Madhya Pradesh,0,6,1197473.87,49.93,24.13,903968.41,0.753,196,2.8,5044211.96,Working Capital,0,0,50.2,Review,6,12,50.0,1.8,5,20.0
MSME000186,Mistry Ltd,Food & Beverage,8,Andhra Pradesh,0,6,471324.23,39.55,-15.52,232372.34,1.0,218,3.83,2184320.79,Machinery,1,1,47.33,Review,6,12,50.0,0.71,11,24.2
MSME000187,Desai LLC,Manufacturing,16,Rajasthan,1,10,3700651.18,74.53,-3.17,1126324.04,1.0,63,1.27,27996257.26,Machinery,0,1,89.67,Approve,10,12,83.33,5.55,10,10.2
MSME000188,Chhabra Ltd,Retail,5,Rajasthan,0,11,2527704.69,70.82,14.65,1669783.58,0.545,411,4.87,12336524.97,Inventory,1,0,52.39,Review,11,12,91.67,3.79,12,11.7
MSME000189,Sri Dugal Exports,Retail,18,Andhra Pradesh,1,11,140676.71,83.94,82.09,78568.79,1.0,203,3.75,651206.98,Expansion,0,1,84.81,Approve,11,12,91.67,0.21,11,6.4
MSME000190,Sri Magar Exports,Retail,20,Maharashtra,0,6,298815.55,69.65,38.58,205305.91,1.0,132,4.79,1633232.97,Expansion,1,1,71.0,Approve,6,12,50.0,0.45,10,12.1
MSME000191,Global Manda Corporation,Retail,14,Andhra Pradesh,1,12,5868836.12,79.47,23.76,3434133.51,0.966,371,2.62,13242503.1,Working Capital,0,0,80.99,Approve,12,12,100.0,8.8,5,8.2
MSME000192,Global Kade Traders,Manufacturing,2,Maharashtra,1,11,165266.35,49.64,-78.5,78606.23,0.529,100,2.3,2305227.62,Working Capital,0,0,58.79,Review,11,12,91.67,0.25,6,20.1
MSME000193,"Oza, Jani and Lalla",Manufacturing,3,Tamil Nadu,1,10,1728242.32,59.12,-26.9,575992.31,0.828,149,1.23,7598939.26,Working Capital,0,1,61.0,Review,10,12,83.33,2.59,8,16.4
MSME000194,Patel Tiwari Manufacturing,Textile,14,Maharashtra,1,12,1110101.18,83.68,-15.72,813668.99,1.0,60,2.64,9049497.04,Working Capital,0,0,86.15,Approve,12,12,100.0,1.67,12,6.5
MSME000195,Krishnamurthy-Behl,Food & Beverage,7,Maharashtra,1,12,143759.9,61.93,23.95,58013.2,1.0,256,3.17,989727.32,Inventory,0,1,76.39,Approve,12,12,100.0,0.22,10,15.2
MSME000196,Sampath LLC,Manufacturing,15,Kerala,0,11,253882.42,71.75,11.59,199468.81,1.0,110,2.11,1366759.56,Expansion,0,0,70.37,Approve,11,12,91.67,0.38,8,11.3
MSME000197,Aggarwal LLC,Textile,17,Rajasthan,1,12,5263448.08,85.02,-0.88,2226004.97,0.89,121,4.88,48086784.37,Expansion,0,0,93.87,Approve,12,12,100.0,7.9,12,6.0
MSME000198,Lala and Sons,Services,1,Maharashtra,1,9,4743399.85,47.93,35.04,3384500.23,0.848,54,2.33,19342770.23,Working Capital,0,1,67.1,Review,9,12,75.0,7.12,10,20.8
MSME000199,Singh Sathe Corporation,Food & Beverage,9,Telangana,1,12,666995.28,78.55,-22.77,463144.25,0.846,231,2.92,2129190.82,Machinery,0,1,83.77,Approve,12,12,100.0,1.0,5,8.6
MSME000200,Shri Sane Industries,Manufacturing,14,Karnataka,0,7,125746.08,57.91,-5.37,66818.14,0.747,25,1.67,570247.26,Machinery,0,1,58.49,Review,7,12,58.33,0.19,12,16.8
MSME000201,Global Andra Solutions,Services,16,Telangana,0,9,2398972.31,74.77,13.35,1201529.92,1.0,35,1.88,12623755.48,Machinery,1,0,69.73,Review,9,12,75.0,3.6,12,10.1
MSME000202,Borra Ltd,Textile,13,Andhra Pradesh,0,12,108428.03,83.59,61.73,70654.94,0.985,36,4.87,1196385.18,Expansion,0,0,76.58,Approve,12,12,100.0,0.16,6,6.6
MSME000203,Global Dixit Industries,Manufacturing,6,West Bengal,1,11,1565481.4,67.73,37.39,883363.98,0.929,145,2.38,19493885.42,Working Capital,0,1,74.79,Approve,11,12,91.67,2.35,8,12.9
MSME000204,Patel Banik Solutions,Manufacturing,1,Telangana,1,12,95068.25,63.42,38.66,58560.05,0.946,104,2.22,1029004.15,Working Capital,0,1,71.25,Approve,12,12,100.0,0.14,10,14.6
MSME000205,Divan-Sani,Services,4,Tamil Nadu,0,12,535771.88,72.11,7.47,286695.67,0.796,74,1.78,4628761.77,Working Capital,0,0,50.19,Review,12,12,100.0,0.8,8,11.2
MSME000206,Shri Datta Traders,Manufacturing,3,Maharashtra,1,8,1919244.25,50.98,21.82,1110431.18,0.863,69,1.81,26921257.97,Machinery,0,0,59.55,Review,8,12,66.67,2.88,12,19.6
MSME000207,Sri Barman Exports,Retail,17,Maharashtra,1,10,14906.76,83.85,45.4,5881.84,1.0,292,5.0,82900.88,Machinery,0,0,93.19,Approve,10,12,83.33,0.02,6,6.5
MSME000208,Singh Morar Exports,Manufacturing,2,Punjab,1,9,352008.35,53.23,90.97,115352.49,0.795,72,1.12,2718960.48,Working Capital,0,1,62.92,Review,9,12,75.0,0.53,8,18.7
MSME000209,Baral-Parmar,Food & Beverage,19,Bihar,0,12,478596.83,81.68,9.0,228751.03,1.0,248,3.91,3485768.73,Working Capital,1,0,79.63,Approve,12,12,100.0,0.72,5,7.3
MSME000210,Sri Kade Solutions,Services,20,Kerala,0,6,351268.1,61.19,26.27,187201.65,1.0,69,1.56,1799868.89,Machinery,0,0,81.11,Approve,6,12,50.0,0.53,12,15.5
MSME000211,Kumar Krish Solutions,Food & Beverage,8,Uttar Pradesh,0,10,177966.39,60.27,37.85,134011.33,0.37,76,4.7,540779.81,Working Capital,0,0,43.66,Reject,10,12,83.33,0.27,6,15.9
MSME000212,Shri Chauhan Traders,Textile,15,West Bengal,1,8,490016.19,57.71,25.22,248423.39,1.0,112,3.15,3936768.57,Working Capital,1,0,77.05,Approve,8,12,66.67,0.74,6,16.9
MSME000213,Sri Pandya Corporation,Food & Beverage,6,Telangana,1,11,1382865.11,68.68,-17.73,714885.09,0.915,98,4.6,3466267.96,Working Capital,0,0,65.34,Review,11,12,91.67,2.07,7,12.5
MSME000214,Patel Ray Solutions,Retail,20,Uttar Pradesh,0,10,2286987.23,83.57,-3.62,1457761.58,1.0,164,2.57,7469479.7,Working Capital,1,0,83.98,Approve,10,12,83.33,3.43,12,6.6
MSME000215,Sri Dubey Exports,Retail,2,Delhi,1,8,1030985.19,48.13,50.27,415892.31,0.446,184,3.9,7304799.48,Working Capital,0,0,38.4,Reject,8,12,66.67,1.55,10,20.7
MSME000216,Singh Khalsa Corporation,Food & Beverage,15,Andhra Pradesh,1,12,2568090.02,82.07,0.91,1889651.5,0.873,101,3.79,11566742.44,Machinery,0,1,95.03,Approve,12,12,100.0,3.85,5,7.2
MSME000217,Goel Group,Textile,20,Karnataka,1,10,302739.38,82.53,59.84,155553.7,1.0,34,4.35,2239408.82,Working Capital,1,1,93.97,Approve,10,12,83.33,0.45,10,7.0
MSME000218,Gola Ltd,Manufacturing,12,Karnataka,1,9,1358112.87,55.66,7.31,1039490.76,0.622,47,1.25,14212564.78,Working Capital,1,0,60.03,Review,9,12,75.0,2.04,9,17.7
MSME000219,Sabharwal-Kothari,Retail,3,Rajasthan,1,12,130272.56,56.42,-27.52,56751.18,0.984,100,3.89,645862.49,Working Capital,0,0,59.34,Review,12,12,100.0,0.2,7,17.4
MSME000220,Dutta-Chokshi,Food & Beverage,10,Bihar,1,12,13416405.71,78.67,40.87,7148209.9,1.0,236,3.83,44374785.26,Inventory,0,1,88.99,Approve,12,12,100.0,20.12,7,8.5
MSME000221,Sri Raja Industries,Food & Beverage,14,Maharashtra,1,12,449016.97,76.23,6.0,309408.88,0.963,101,2.25,3366033.52,Expansion,0,1,99.04,Approve,12,12,100.0,0.67,7,9.5
MSME000222,Shri Barad Industries,Food & Beverage,14,Rajasthan,1,10,1045042.18,64.82,7.98,603996.13,0.731,271,2.99,6348634.82,Inventory,1,1,77.47,Approve,10,12,83.33,1.57,9,14.1
MSME000223,Kapadia-Iyengar,Manufacturing,3,Punjab,0,12,80058.05,61.07,55.05,50486.43,0.782,35,1.14,945702.76,Working Capital,0,1,56.54,Review,12,12,100.0,0.12,7,15.6
MSME000224,Sri Sharma Services,Services,1,Kerala,1,8,1355828.16,39.92,-14.64,597036.42,0.791,65,1.41,11897442.06,Inventory,0,0,52.91,Review,8,12,66.67,2.03,11,24.0
MSME000225,Mody-Kari,Textile,20,Punjab,1,12,659213.91,80.59,17.05,306026.61,1.0,191,4.97,5991916.49,Inventory,1,0,75.9,Approve,12,12,100.0,0.99,6,7.8
MSME000226,Patel Kapoor Traders,Services,1,West Bengal,0,9,926572.37,47.21,-22.93,513142.03,0.824,54,2.09,3157978.29,Inventory,0,0,51.06,Review,9,12,75.0,1.39,12,21.1
MSME000227,Singh Bajwa Enterprises,Textile,2,West Bengal,0,9,584581.15,41.04,25.35,234557.29,0.927,61,4.43,3539910.34,Working Capital,0,0,46.35,Review,9,12,75.0,0.88,8,23.6
MSME000228,Sri Hans Solutions,Textile,19,Delhi,1,10,498125.66,70.17,-25.97,180895.87,1.0,89,4.45,3169297.08,Expansion,0,0,87.31,Approve,10,12,83.33,0.75,11,11.9
MSME000229,Narasimhan-Mallick,Food & Beverage,10,Tamil Nadu,0,9,275092.09,68.35,-6.02,198589.31,1.0,238,4.81,1659599.46,Working Capital,0,1,69.13,Review,9,12,75.0,0.41,5,12.7
MSME000230,Kumar Boase Enterprises,Retail,4,West Bengal,1,9,397285.68,49.8,56.19,273104.97,0.988,219,2.39,2475474.91,Machinery,0,1,68.05,Review,9,12,75.0,0.6,5,20.1
MSME000231,Singh Mallick Industries,Food & Beverage,4,West Bengal,1,12,2318821.86,67.35,71.15,1776283.57,0.858,195,4.0,12379535.14,Expansion,0,0,65.23,Review,12,12,100.0,3.48,8,13.1
MSME000232,Upadhyay-Ratta,Manufacturing,13,West Bengal,1,10,427028.13,67.12,-7.12,253345.5,0.626,62,1.13,3757078.76,Expansion,1,1,69.64,Review,10,12,83.33,0.64,10,13.2
MSME000233,Global Yadav Manufacturing,Textile,9,Haryana,1,10,8648571.91,73.77,-7.39,4411918.85,0.648,76,3.97,94151039.35,Inventory,0,1,64.4,Review,10,12,83.33,12.97,9,10.5
MSME000234,Singh Narula Enterprises,Retail,7,Bihar,0,9,476228.13,62.58,17.56,167399.19,0.999,197,4.62,2538072.11,Inventory,0,1,64.51,Review,9,12,75.0,0.71,12,15.0
MSME000235,Global Bala Enterprises,Textile,16,Bihar,1,10,3085809.87,73.05,-5.21,2237933.41,1.0,108,2.24,32137430.26,Expansion,0,1,78.25,Approve,10,12,83.33,4.63,12,10.8
MSME000236,Lal and Sons,Textile,18,Punjab,1,8,2269512.46,64.55,38.44,1198596.7,1.0,164,3.91,25744486.51,Working Capital,0,0,79.81,Approve,8,12,66.67,3.4,10,14.2
MSME000237,Sri Lanka Manufacturing,Food & Beverage,3,Karnataka,0,10,60993.05,48.92,-29.63,35410.55,0.589,293,3.61,276733.77,Machinery,0,1,48.52,Review,10,12,83.33,0.09,12,20.4
MSME000238,Sri Barad Manufacturing,Retail,20,Tamil Nadu,1,12,87357.03,95.25,-0.68,39901.34,0.913,221,2.53,327117.62,Working Capital,1,1,89.4,Approve,12,12,100.0,0.13,9,1.9
MSME000239,Saraf LLC,Retail,20,Tamil Nadu,0,10,196049.62,80.73,60.31,110167.43,1.0,421,2.71,829705.08,Inventory,1,1,76.46,Approve,10,12,83.33,0.29,5,7.7
MSME000240,"Murthy, Sarin and Vaidya",Textile,10,Gujarat,0,12,90214.35,69.64,24.45,62326.94,0.729,125,3.56,337826.85,Machinery,1,0,71.98,Approve,12,12,100.0,0.14,6,12.1
MSME000241,Rajan PLC,Retail,16,Haryana,1,12,269500.46,92.39,29.61,176827.3,1.0,167,4.58,1105591.02,Inventory,0,1,97.61,Approve,12,12,100.0,0.4,12,3.0
MSME000242,Kumar Gupta Solutions,Retail,3,Telangana,0,9,457595.8,49.8,15.37,363542.16,0.846,149,4.03,2305422.77,Inventory,0,0,36.07,Reject,9,12,75.0,0.69,5,20.1
MSME000243,Singh Kumar Manufacturing,Food & Beverage,11,Kerala,1,9,867153.12,64.87,-21.55,475047.71,1.0,282,2.08,2805440.69,Working Capital,0,1,74.9,Approve,9,12,75.0,1.3,5,14.1
MSME000244,Singh Basu Traders,Services,10,Bihar,1,9,659352.29,69.66,53.72,372435.05,0.826,18,2.25,2528782.6,Working Capital,1,0,67.2,Review,9,12,75.0,0.99,8,12.1
MSME000245,Patel Sarin Corporation,Manufacturing,16,Maharashtra,1,11,667805.91,86.5,19.88,217947.15,1.0,69,1.16,5211524.83,Working Capital,0,0,83.18,Approve,11,12,91.67,1.0,9,5.4
MSME000246,Venkatesh PLC,Services,8,Bihar,1,12,1813575.93,74.76,38.73,897160.42,1.0,25,2.16,5903372.03,Machinery,1,0,63.52,Review,12,12,100.0,2.72,5,10.1
MSME000247,Kumar Hegde Corporation,Retail,9,Bihar,1,11,1287045.46,77.11,8.15,979508.73,1.0,347,2.05,6382082.36,Expansion,1,0,78.5,Approve,11,12,91.67,1.93,6,9.2
MSME000248,Global Patla Exports,Textile,15,Haryana,1,10,5676093.33,83.21,14.36,2697495.82,1.0,81,3.79,49491535.33,Expansion,0,0,85.31,Approve,10,12,83.33,8.51,5,6.7
MSME000249,Patel Sankar Corporation,Manufacturing,3,West Bengal,1,9,830193.2,60.7,7.5,567068.38,0.869,71,2.22,9182246.96,Expansion,0,0,54.65,Review,9,12,75.0,1.25,10,15.7
MSME000250,Global Boase Manufacturing,Manufacturing,4,West Bengal,1,12,36764.62,62.98,30.22,28999.92,0.863,127,1.98,270686.47,Inventory,0,1,54.57,Review,12,12,100.0,0.06,9,14.8
MSME000251,Patel Narayanan Traders,Textile,13,Punjab,0,9,960301.53,64.94,3.23,348996.92,1.0,155,2.37,10319462.77,Working Capital,0,1,67.57,Review,9,12,75.0,1.44,11,14.0
MSME000252,Kumar Murthy Traders,Manufacturing,12,Gujarat,0,12,10102591.82,72.81,-6.56,4717875.31,0.795,146,2.13,53710550.31,Working Capital,0,1,80.28,Approve,12,12,100.0,15.15,8,10.9
MSME000253,"Dash, Mital and Tripathi",Textile,9,Madhya Pradesh,0,12,1970006.85,80.24,10.05,1058262.26,0.744,185,3.93,5937723.63,Working Capital,0,1,68.66,Review,12,12,100.0,2.96,8,7.9
MSME000254,Rege-Narain,Manufacturing,14,Punjab,0,10,2993114.95,65.1,28.2,1253179.8,1.0,102,2.01,16802390.22,Inventory,0,0,59.73,Review,10,12,83.33,4.49,9,14.0
MSME000255,Singh Rau Enterprises,Services,19,Maharashtra,1,12,594881.44,85.6,44.09,182163.51,1.0,20,1.43,4717154.84,Expansion,0,1,100.0,Approve,12,12,100.0,0.89,12,5.8
MSME000256,"Merchant, Datta and Handa",Manufacturing,7,Tamil Nadu,1,12,1985197.75,60.69,-18.69,1060695.27,0.832,54,2.02,26728128.92,Working Capital,0,1,81.49,Approve,12,12,100.0,2.98,10,15.7
MSME000257,Raghavan-Ghosh,Food & Beverage,16,Delhi,1,12,1912943.52,85.89,37.17,1087141.27,0.793,219,3.07,12622416.7,Working Capital,0,0,80.85,Approve,12,12,100.0,2.87,10,5.6
MSME000258,Shri Mitra Enterprises,Textile,20,Haryana,0,7,385102.14,72.33,-2.46,235958.71,1.0,61,4.3,2279421.56,Inventory,1,0,71.81,Approve,7,12,58.33,0.58,11,11.1
MSME000259,Shri Ravi Industries,Manufacturing,5,Karnataka,1,12,363860.4,62.48,-10.19,259653.53,0.69,143,1.73,5275393.59,Machinery,0,0,63.68,Review,12,12,100.0,0.55,5,15.0
MSME000260,"Acharya, Modi and Mangat",Textile,10,West Bengal,1,12,992525.46,79.73,-8.82,423333.22,0.907,36,2.26,10923217.29,Machinery,1,0,78.17,Approve,12,12,100.0,1.49,9,8.1
